pid,slr_cpc,wnd_cpc,slr_wn,tx_cpct,revenue,cost,profit,lon,lat,t_state,t_county,p_name,p_year
181,4.969865324,5.4,0.92034543,5.4,1419202.611,841012.3423,578190.2689,-95.9804912800466,43.9590593647594,MN,Murray County,Minnesota Wind Share,2006
182,92.04770471,98.9,0.930714911,98.9,25133355.22,15554023.71,9579331.518,-92.5977519289871,43.6079074861305,MN,Mower County,Mower County,2006
183,1.4303480690000001,1.65,0.866877618,1.65,426883.599,252978.4234,173905.1756,-93.192368,44.462383,MN,Rice County,St. Olaf College,2006
184,1.969496087,2.5,0.787798435,2.5,607617.0938,373703.7343,233913.3595,-95.778991519914,43.5821935043536,MN,Nobles County,Wolf,2006
185,6.551158668,9,0.727906519,9,2347762.736,1296524.9,1051237.836,-111.437780382642,47.5001372706951,MT,Cascade County,Horseshoe Bend/ranch pit,2006
186,50.12978864,50.6,0.990707285,50.6,13023102.16,8124709.116,4898393.048,-101.218716663177,47.1649727069494,ND,Oliver County,Oliver I,2006
187,11.83476155,11.22,1.054791582,11.22,2642546.414,1839458.005,803088.4091,-100.90036192415,48.0959288090169,ND,McHenry County,Velva Wind Farm,2006
188,9.9982598,16.5,0.605955139,16.5,3913160.471,2241858.605,1671301.866,-100.676056041041,47.1174880969212,ND,Burleigh County,Wilton Wind Farm,2006
189,257.8933453,184.8,1.39552676,184.8,61963331.77,34243364.1,27719967.66,-75.5723997898689,43.7552113476786,NY,Lewis County,Maple Ridge,2006
190,58.58889464,60,0.976481577,60,14688348.44,9545437.824,5142910.612,-99.6315022733706,36.6477240620838,OK,Harper County,Centennial Wind Farm,2006
191,42.53064715,102,0.416967129,102,26892418.16,12698110.16,14194308.01,-112.834699275127,43.4772290740959,KS,Ford County,Spearville,2006
192,31.67887304,24,1.319953043,24,9086498.868,4360205.141,4726293.726,-75.7496491291977,41.2380343776769,PA,Luzerne County,Bear Creek,2006
193,35.9391456,26,1.382274831,26,7696161.643,4851779.67,2844381.973,-76.2135764277572,40.8333914404366,PA,Schuylkill County,Locust Ridge II,2009
194,0.919007766,0.66,1.392436009,0.66,216791.5016,122099.4374,94692.06416,-71.2687,41.599091,RI,Newport County,Portsmouth Abbey School,2006
195,0,124.2,0,107.4553555,19190883.93,12166707.04,7024176.892,-101.21536269702,32.0360834971573,TX,Sterling County,Forest Creek Wind Project,2006
196,0,3,0,2.595539988,443519.077,293785.7354,149733.3416,-100.024704002093,32.2431985046186,TX,Taylor County,Horse Hollow Expansion,2005
197,347.6368357,299,1.162665002,299,78176489.75,51273237.93,26903251.82,-100.07102982174,32.2321865111677,TX,Taylor County,Horse Hollow II,2006
198,239.109944,223.5,1.06984315,223.5,58499720.69,37220222.12,21279498.57,-100.270192756892,32.2766136036909,TX,Nolan County,Horse Hollow III,2006
199,11.27087395,10,1.127087395,10,2730679.548,1691719.656,1038959.892,-101.866790999996,36.4454958076164,TX,Sherman County,JD Wind Phase V,2006
200,93.69192162,84,1.115380019,84,22153085.49,14347823.32,7805262.169,-101.22474498591,32.9542427850861,TX,Garza County,Red Canyon Wind Energy,2006
201,247.4051432,199.5,1.240126031,199.5,64393207.38,35144324.92,29248882.47,-120.280707191033,45.881894836676,WA,Klickitat County,Big Horn,2006
202,292.7461092,228.6,1.280604152,228.6,76137995.63,40707159.79,35430835.84,-120.193517296449,47.0226243201194,WA,Kittitas County,Wild Horse I,2006
203,63.65641275,63,1.01041925,63,16543788.31,10172830.22,6370958.083,-121.768809477246,38.1018894750843,CA,Solano County,Solano Wind Project,2007
204,58.81985809,274,0.214671015,274,48642666.42,30585886.81,18056779.61,-104.015307412824,40.8953354966015,CO,Weld County,Cedar Creek,2007
205,301.0828036,427.2,0.704781844,427.2,105377200.7,60819096.9,44558103.84,-103.301153300423,40.9596807701197,CO,Logan County,Peetz Table,2007
206,40.29410722,75,0.537254763,75,13652015.9,9870840.195,3781175.702,-102.85647177274,37.6726185663087,CO,Bent County,Twin Buttes,2007
207,3.331097981,3,1.110365994,3,781848.7008,502261.392,279587.3088,-93.610676,42.5687290150087,IA,Wright County,Century Expansion,2007
208,24.36949846,21,1.160452308,21,5869279.391,3631299.568,2237979.823,-94.9017132313935,43.0632111109897,IA,Clay County,Cross Winds,2007
209,22.77444313,25,0.910977725,25,6182760.128,3902105.087,2280655.041,-95.4388256825029,43.4496224730682,IA,Osceola County,Endeavor,2007
210,14.08369382,14.7,0.958074409,14.7,3709893.642,2333550.634,1376343.008,-94.348279689025,42.0859718813258,IA,Greene County,Hardin-Hilltop,2007
211,118.4077827,123,0.9626649,123,31315985.27,19471885.29,11844099.98,-94.7414885703126,42.5984185896342,IA,Pocahontas County,Pomeroy I,2007
212,77.34829232,79.38,0.974405295,79.38,19847646.36,12625921.82,7221724.533,-94.7375324109657,42.5989878760747,IA,Pocahontas County,Pomeroy II,2007
213,181.5421678,150,1.210281118,150,44735707.8,26266649.4,18469058.41,-89.624810248392,41.079748887556804,IL,Stark County,Camp Grove,2007
214,96.99361146,80,1.212420143,80,26220507.7,13945327.98,12275179.72,-89.1536364148407,41.6410669110634,IL,LaSalle County,GSG Wind Farm,2007
215,3.135978188,2.5,1.254391275,2.5,758837.0845,443885.0902,314951.9943,-89.249695,41.660294,IL,Lee County,Sustainable Technologies Museum (Turbine A,2007
216,255.7724723,199.65,1.281104294,199.65,54197052.67,35672140.48,18524912.19,-88.6978456418604,40.4481686605219,IL,McLean County,Twin Groves I,2007
217,196.0802064,156.75,1.250910407,156.75,43648455.26,27624076.78,16024378.48,-88.5704180321404,40.4525114774508,IL,McLean County,Twin Groves II,2007
218,2.061641971,1.5,1.37442798,1.5,481980.8919,276733.5638,205247.3281,-73.292801,42.543793,MA,Berkshire County,Jiminy Peak Ski Resort,2007
219,41.46662103,30,1.382220701,30,9629251.01,5864891.424,3764359.585,-67.812312948329,46.5364408938242,ME,Aroostook County,Mars Hill,2007
220,111.0954862,205.5,0.540610638,205.5,45841811.35,27185029.76,18656781.59,-95.9525711694989,43.8694929763031,MN,Murray County,Fenton,2007
221,0,96,0,83.05727962,19827239.54,9427892.187,10399347.36,-96.3901290151154,44.2903483111798,MN,Lincoln County,Minn-Dakota,2007
222,93.13664949,99,0.940774237,99,25875069.69,15595761.68,10279308.01,-92.6063435205274,43.6531970021445,MN,Mower County,Prairie Star,2007
223,2.301231193,2.5,0.920492477,2.5,657071.3092,390140.9629,266930.3463,-95.116104000000007,46.343666,MN,Todd County,Wing River Wind,2007
224,43.52781346,56.7,0.767686304,56.7,13172785.41,8273703.441,4899081.969,-94.4919185959058,40.0875099580296,MO,Gentry County,Bluegrass Ridge,2007
225,126.9235438,132.84,0.955461787,132.84,32197877.36,20942795.64,11255081.71,-98.3000744126347,48.627030248367,ND,Cavalier County,Langdon,2007
226,57.36580242,51.2,1.120425829,51.2,13289320.35,8634214.485,4655105.866,-101.201657950503,47.1602917483124,ND,Oliver County,Oliver II,2007
227,44.84846849,34.5,1.299955608,34.5,12298693.08,6205896.712,6092796.369,-75.5556769856155,42.9289650200403,NY,Oneida County,Munnsville,2007
228,24.05652189,20,1.202826094,20,6641682.03,3462812.256,3178869.774,-78.8679597346048,42.8183243618448,NY,Erie County,Steel Winds,2007
229,0,60,0,51.91079976,9248458.891,5844651.455,3403807.436,-99.6089577915105,36.6395460382033,OK,Harper County,Centennial Wind Farm,2007
230,30.38154709,94.5,0.321497853,94.5,15389012.35,11141670.25,4247342.102,-99.4994581941628,36.6392681314462,OK,Harper County,Sleeping Bear,2007
231,143.8610235,125.4,1.147217093,125.4,40571020.96,21348624.39,19222396.57,-120.615522088382,45.6674540524536,OR,Sherman County,Biglow Canyon I,2007
232,112.7920621,99,1.139313759,99,32131065.75,16764492.59,15366573.16,-117.807582103175,45.0812921357433,OR,Union County,Elkhorn Valley (La Grande),2007
233,63.04028421,186,0.338926259,186,44540293.27,22163544.8,22376748.46,-120.57098427244,45.5785948235584,OR,Sherman County,Klondike III,2007
234,94.87945233,80,1.185993154,80,25899992.71,13769130.14,12130862.57,-78.5806649086017,40.3924956088421,PA,Cambria County,Allegheny Ridge,2007
235,37.64016765,34.5,1.091019352,34.5,11783266.61,5786845.502,5996421.111,-79.1268165680966,39.8606954881611,PA,Somerset County,Casselman,2007
236,22.41718108,54,0.415132983,54,13642143.7,6714377.537,6927766.162,-96.4766694636011,44.3338709162548,SD,Brookings County,Minn-Dakota,2007
237,69.27269869,232.5,0.297947091,232.5,45243814.11,27465381.28,17778432.83,-100.211597527004,32.343523711898,TX,Nolan County,Buffalo Gap 2,2007
238,91.95426727,130.5,0.7046304,130.5,30540279.05,18668567.31,11871711.75,-100.799008420581,32.7696592867538,TX,Scurry County,Camp Springs,2007
239,31.02707881,28.5,1.088669432,28.5,7522179.476,4754470.255,2767709.221,-100.858725849213,32.7650584236643,TX,Scurry County,Camp Springs II,2007
240,557.2812616,483,1.153791432,483,125963592.7,82377399.45,43586193.21,-100.902858609638,31.9321344630451,TX,Sterling County,Capricorn Ridge,2007
241,12.25277657,10,1.225277657,10,2696510.061,1754616.467,941893.5943,-101.815029806152,36.4669936187346,TX,Sherman County,JD Wind VI,2007
242,231.2828763,200,1.156414382,200,51797784.85,34431464.3,17366320.55,-99.5017713703666,32.6099577098945,TX,Shackelford County,Lone Star I,2007
243,53.48521457,48,1.114275304,48,12962020.34,8116257.977,4845762.368,-99.5131499182614,32.5401074675164,TX,Shackelford County,Lone Star II,2007
244,100.9948941,90,1.12216549,90,22977860.22,15211915.47,7765944.752,-101.304830664479,31.9736501367781,TX,Glasscock County,Sand Bluff,2007
245,69.42459879,63,1.101977759,63,16110436.37,10592955.35,5517481.022,-100.736312046079,32.7397292547006,TX,Scurry County,Snyder,2007
246,163.0924535,135,1.208092248,135,34910890.26,23574590.38,11336299.88,-100.463188650335,32.3097436101126,TX,Nolan County,Sweetwater IVa,2007
247,124.1342377,105.8,1.173291472,105.8,27208603.85,18293647.93,8914955.918,-100.494338762344,32.2652854295792,TX,Nolan County,Sweetwater IVb,2007
248,92.54796718,80.5,1.149664189,80.5,21105003.87,13820403.91,7284599.956,-100.478857158012,32.2309785983454,TX,Nolan County,Sweetwater V,2007
249,72.62384163,59.8,1.214445512,59.8,16655350.14,10439731.28,6215618.861,-101.096453423849,34.1172919525089,TX,Floyd County,Whirlwind Energy Center,2007
250,195.0272386,158.7,1.228905095,158.7,43321718.55,27877065.13,15444653.43,-102.300762387545,35.2868280217144,TX,Oldham County,Wildorado,2007
251,189.5511591,156,1.215071533,156,53073731.3,27141349.88,25932381.43,-117.765189353323,46.393449234164,WA,Columbia County,Marengo Wind Power Project,2007
252,245.3509773,200.1,1.226141815,200.1,69382181.08,35037608.17,34344572.91,-120.346829516975,45.8153332154187,WA,Klickitat County,White Creek,2007
253,14.99245956,24,0.624685815,24,5631868.551,3326027.729,2305840.822,-118.341775814226,35.0346691123781,CA,Kern County,Alite Wind Farm,2008
254,34.56884133,45,0.768196474,45,12549583.65,6568433.536,5981150.111,-116.568803139925,33.9341162695413,CA,Riverside County,Dillon,2008
255,0.587805972,0.9,0.653117747,0.9,233564.4421,125026.5881,108537.854,-102.223289,40.050995,CO,Yuma County,Wray School District,2008
256,74.63245567,172.5,0.432651917,172.5,43811538.01,21543064.18,22268473.82,-94.667942786058,41.4593580787544,IA,Adair County,Adair,2008
257,182.6179698,150,1.217453132,150,37943522.42,26287306.6,11656215.82,-94.9443982086882,42.1518337786409,IA,Carroll County,Carroll,2008
258,11.68826792,12,0.974022327,12,3069038.545,1905182.767,1163855.778,-93.6292857958519,42.5608855838278,IA,Wright County,Century Expansion,2008
259,72.7373945,75,0.969831927,75,19329940.25,11916110.97,7413829.288,-92.728717515849,43.0310407134839,IA,Floyd County,Charles City,2008
260,135.7658491,150,0.905105661,150,37485671.35,23451961.65,14033709.7,-93.8499800774642,43.1956298151937,IA,Hancock County,Crystal Lake I,2008
261,189.6582503,192.5,0.985237664,192.5,46567702.41,31149879.36,15417823.05,-93.7857363124002,43.3060438106759,IA,Winnebago County,Crystal Lake II,2008
262,66.80798834,75,0.890773178,75,18666533.25,11612830.3,7053702.95,-95.4424871942833,43.4435135220435,IA,Osceola County,Endeavor,2008
263,41.72041171,50,0.834408234,50,12456959.79,7571522.101,4885437.689,-95.4615504707666,43.4333896639091,IA,Osceola County,Endeavor II,2008
264,200.2136419,204.6,0.9785613,204.6,52186434.35,32575094.02,19611340.33,-92.6191211340301,43.4709257521417,IA,Howard County,Pioneer Prairie I,2008
265,25.83401831,26.4,0.9785613,26.4,6733829.294,4198028.153,2535801.142,-92.6550411424105,43.4722279093068,IA,Howard County,Pioneer Prairie II,2008
266,56.89271346,64.8,0.877973973,64.8,15611516.43,9920788.353,5690728.078,-94.7792468324841,42.6065675514756,IA,Pocahontas County,Pomeroy III,2008
267,130.5463838,150,0.870309226,150,36111176.06,22854893.33,13256282.73,-93.2791101929348,42.102669584725,IA,Story County,Story County,2008
268,72.59737668,78,0.930735598,78,19701885.47,12181653,7520232.468,-93.3167975463514,43.3533809550012,IA,Worth County,Top of Iowa II,2008
269,26.57018197,29.7,0.894618921,29.7,7377089.651,4567164.55,2809925.101,-93.2864511367919,43.3586192330895,IA,Worth County,Top of Iowa III,2008
270,142.2072311,165.24,0.86061021,165.24,40662767.82,25411743.69,15251024.13,-95.2322434432311,41.4613775021381,IA,Pottawattamie County,Walnut Wind Project,2008
271,0.778778043,0.9,0.865308937,0.9,219377.9567,138023.4152,81354.54144,-92.888794,43.348091,IA,Mitchell County,Wind Vision,2008
272,19.9848325,20,0.999241625,20,5238023.094,3254883.423,1983139.672,-93.7712277284817,43.3179626097684,IA,Winnebago County,Winnebago I,2008
273,10.3728892,8.4,1.234867762,8.4,2394848.591,1473260.508,921588.0839,-89.6190503760483,41.3006700373735,IL,Bureau County,Agriwind,2008
274,114.2723552,99,1.154266214,99,32394460.32,16885956.27,15508504.06,-88.6970951041851,41.2306022561851,IL,LaSalle County,Grand Ridge,2008
275,93.02308461,72,1.291987286,72,20445056.81,12876990.85,7568065.967,-89.590729938337,41.2303426936021,IL,Bureau County,Providence Heights,2008
276,48.76532476,37.95,1.284988795,37.95,10449410.95,6775054.099,3674356.849,-88.5948534966099,40.4253275275621,IL,McLean County,Twin Groves II,2008
277,161.5826506,130.5,1.238181231,130.5,40503581.48,22966772.22,17536809.25,-87.4752151197715,40.6872365020943,IN,Benton County,Goodland I,2008
278,98.01432244,105,0.933469738,105,22660360.06,16408784.07,6251575.993,-97.5469897623161,39.4166396696345,KS,Cloud County,Meridian Way,2008
279,119.8210701,96,1.248136147,96,23281812.6,16891116.16,6390696.439,-97.7462858565475,39.4239698500727,KS,Cloud County,Meridian Way II,2008
280,124.8778875,112,1.114981139,112,30136287.88,18885329.77,11250958.11,-98.1107774502909,38.8866693755463,KS,Lincoln County,Smoky Hills I,2008
281,175.7246329,158.4,1.109372683,158.4,42314805.08,26517194.32,15797610.76,-98.2370382758589,38.8888873702577,KS,Lincoln County,Smoky Hills II,2008
282,0.846367123,0.6,1.410611871,0.6,225527.1168,111654.658,113872.4587,-71.013298,42.39959,MA,Suffolk County,Forbes Park,2008
283,0.846441929,0.6,1.410736548,0.6,229523.3246,111678.0378,117845.2868,-71.783897,42.240891,MA,Worcester County,Holy Name Catholic High School,2008
284,5.870929826,4.5,1.304651072,4.5,1292497.687,813327.4947,479170.1927,-69.3352610996122,44.4951603576327,ME,Waldo County,Patriot,2008
285,66.23905917,52.8,1.254527636,52.8,13832455.28,9315741.036,4516714.248,-83.2071683784962,43.8397552438329,MI,Huron County,Harvest Wind Farm,2008
286,82.89956891,69,1.201443028,69,20628927.73,11945584.45,8683343.28,-82.9391595364232,43.7176836487032,MI,Huron County,Michigan Wind I,2008
287,6.54207011,5,1.308414022,5,1558826.04,903342.19,655483.85,-85.3090934889849,44.1897410806268,MI,Missaukee County,Stoney Corners,2008
288,8.209155536,8.4,0.977280421,8.4,2032520.949,1342861.83,689659.1188,-95.364522483829,43.6258191658555,MN,Jackson County,Cisco,2008
289,4.551490832,4.2,1.083688293,4.2,1077061.722,706575.1508,370486.5715,-94.1415214998508,43.7619970217073,MN,Faribault County,Corn Plus,2008
290,89.8218681,99,0.907291597,99,25158409.66,15372551.71,9785857.946,-94.9346476180267,43.7549847358867,MN,Jackson County,Elm Creek,2008
291,17.27827297,21,0.822774903,21,5069757.825,3153039.635,1916718.191,-95.4094752914181,43.6143788958675,MN,Jackson County,Ewington,2008
292,1.802589099,2.1,0.858375762,2.1,521748.5354,320060.5322,201688.0032,-94.591995,43.676792,MN,Martin County,Federated Rural Electric,2008
293,91.04623539,100.5,0.90593269,100.5,25660561.25,15560011.32,10100549.93,-92.6647170532824,43.7007493760342,MN,Mower County,Grand Meadow,2008
294,34.87175292,42,0.830279831,42,10212224.16,6383189.874,3829034.288,-95.2572577317223,44.0553893891357,MN,Cottonwood County,Jeffers,2008
295,14.57466397,18.9,0.771146242,18.9,4593907.184,2784059.814,1809847.37,-95.8144815624551,44.3285622629929,MN,Lyon County,Marshall,2008
296,1.738082946,2.1,0.827658546,2.1,534716.3148,314329.9244,220386.3904,-95.437294,43.718594,MN,Jackson County,Nobles Cooperative Electric,2008
297,16.60446182,20,0.830223091,20,4957043.237,3004809.839,1952233.398,-94.859693027268,43.8624520373251,MN,Cottonwood County,Odin,2008
298,1.460238643,1.65,0.884993117,1.65,415050.3257,254285.6453,160764.6804,-92.634995,43.637291,MN,Mower County,Prairie Star,2008
299,20.78380229,25,0.831352092,25,6170828.206,3746620.212,2424207.994,-92.600255759818893,47.5736324405928,MN,St. Louis County,Taconite Ridge Energy Center,2008
300,77.98241059,100.5,0.775944384,100.5,24538227.07,14727780.36,9810446.714,-92.6761334163154,43.7676654414618,MN,Mower County,Wapsipinicon Wind,2008
301,42.62094263,50.4,0.845653624,50.4,11541628.82,7646268.934,3895359.887,-94.6721519669088,40.2179006873491,MO,Nodaway County,Conception Wind Project,2008
302,39.44784669,50.4,0.782695371,50.4,11841087.37,7527450.53,4313636.84,-95.4664492157443,40.4517479787958,MO,Atchison County,Cow Branch Wind Project,2008
303,5.388077665,5,1.077615533,5,1209617.747,838449.6922,371168.0543,-95.5383910965134,40.4121257158119,MO,Atchison County,Loess Hills Wind Project,2008
304,20.35775839,18,1.130986577,18,4705224.044,3057430.697,1647793.347,-104.18069991992,46.2760360328702,MT,Fallon County,Diamond Willow Wind,2008
305,115.5613929,106.5,1.085083502,106.5,30764953.19,17656090.25,13108862.94,-112.128613623522,48.5188961608535,MT,Toole County,Glacier I,2008
306,170.109275,196.5,0.865696056,196.5,50303446.13,30054703.62,20248742.51,-97.9165351053243,47.1160479359794,ND,Barnes County,Ashtabula Wind Center,2008
307,32.59950496,40.5,0.804926049,40.5,9500247.832,6025589.26,3474658.572,-98.2463715276184,48.7161432289299,ND,Cavalier County,Langdon - OTP,2008
308,37.62655472,38.88,0.967761181,38.88,9990955.61,6162205.55,3828750.061,-98.2895300832035,48.6238584688993,ND,Cavalier County,Langdon II,2008
309,82.45382758,91.5,0.901134728,91.5,24130655.24,14145726.62,9984928.627,-98.9468864622086,45.961824555293,ND,Dickey County,Tatanka,2008
310,0.618680069,0.66,0.937394044,0.66,173876.2538,103671.3223,70204.93145,-99.751793,48.884693,ND,Rolette County,Turtle Mountain College,2008
